Acc_x,Acc_y,Acc_z
0.67,-0.56,0.41
0.54,-0.68,0.36
0.48,-0.81,0.44
0.46,-0.88,0.4
0.51,-0.59,0.35
0.48,-0.47,0.36
0.48,-0.46,0.37
0.54,-0.5,0.37
0.6,-0.53,0.36
0.64,-0.53,0.36
0.68,-0.49,0.37
0.73,-0.46,0.36
0.78,-0.48,0.36
0.81,-0.52,0.35
0.83,-0.55,0.31
0.85,-0.56,0.29
0.88,-0.54,0.31
0.89,-0.54,0.31
0.89,-0.55,0.29
0.88,-0.57,0.28
0.85,-0.58,0.27
0.84,-0.6,0.28
0.83,-0.61,0.28
0.82,-0.62,0.29
0.79,-0.63,0.3
0.77,-0.64,0.32
0.75,-0.66,0.33
0.74,-0.67,0.34
0.73,-0.68,0.35
0.71,-0.69,0.37
0.7,-0.7,0.4
0.68,-0.69,0.4
0.67,-0.68,0.4
0.66,-0.68,0.4
0.66,-0.68,0.4
0.66,-0.68,0.4
0.66,-0.67,0.39
0.66,-0.66,0.39
0.66,-0.65,0.39
0.67,-0.64,0.39
0.67,-0.64,0.38
0.67,-0.64,0.38
0.67,-0.63,0.38
0.68,-0.63,0.38
0.68,-0.63,0.37
0.69,-0.62,0.37
0.7,-0.62,0.36
0.7,-0.62,0.36
0.7,-0.62,0.36
0.71,-0.62,0.35
0.71,-0.62,0.35
0.72,-0.62,0.35
0.72,-0.62,0.36
0.72,-0.63,0.36
0.72,-0.63,0.36
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.64,0.37
0.7,-0.63,0.37
0.7,-0.63,0.37
0.7,-0.64,0.37
0.7,-0.64,0.37
0.7,-0.64,0.37
0.7,-0.64,0.37
0.71,-0.64,0.37
0.71,-0.64,0.37
0.71,-0.64,0.37
0.71,-0.64,0.37
0.72,-0.64,0.36
0.72,-0.64,0.36
0.72,-0.64,0.36
0.72,-0.63,0.36
0.71,-0.63,0.36
0.71,-0.63,0.36
0.71,-0.63,0.36
0.71,-0.63,0.36
0.7,-0.63,0.36
0.7,-0.63,0.37
0.7,-0.63,0.37
0.7,-0.63,0.37
0.7,-0.63,0.37
0.7,-0.63,0.37
0.69,-0.64,0.37
0.7,-0.64,0.38
0.7,-0.64,0.38
0.7,-0.64,0.38
0.7,-0.64,0.38
0.7,-0.64,0.37
0.7,-0.64,0.38
0.7,-0.64,0.37
0.7,-0.64,0.37
0.71,-0.64,0.37
0.71,-0.64,0.37
0.71,-0.64,0.36
0.7,-0.64,0.36
0.71,-0.63,0.36
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.7,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.7,-0.63,0.37
0.7,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.37
0.7,-0.63,0.37
0.71,-0.63,0.37
0.71,-0.63,0.36
